transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,gross_profit
T000449,S19,2025-03-13,Sports,4,ActivePro,South,55.0,104.22,133.0,5.22,109.25,416.88,196.88
T000531,S21,2025-03-07,Electronics,,NorthStar,North,246.74,336.2,121.0,,73.06,,
T001875,S08,2025-05-14,Home,3,BudgetSource,South,46.81,92.14,24.0,6.08,139.11,276.42,135.99
T002963,S17,2025-05-21,Grocery,8,FreshFarm,North,7.48,12.34,112.0,3.48,91.25,98.72,38.88
T001273,S15,2025-02-02,Electronic,1,NorthStar,East,232.3,331.42,47.0,5.97,159.35,331.42,99.12
T000994,S20,2025-05-23,Beauty,2,GlowWorks,South,17.2,42.28,153.0,4.98,154.32,84.56,50.16
T001476,S25,2025-01-05,Home,5,BudgetSource,West,45.07,74.44,20.0,4.67,136.83,372.2,146.85
T000966,S30,2025-05-06,Apparel,2,StyleHub,West,28.99,60.89,57.0,4.77,147.1,121.78,63.8
T002217,S12,2025-05-29,Apparel,3,StyleHub,South,28.33,55.71,91.0,4.18,115.01,167.13,82.14
T002272,S02,,Apparel,3,StyleHub,South,28.99,61.01,75.0,6.17,150.29,183.03,96.06
T002894,S20,2025-04-08,Electronics,2,NorthStar,South,238.75,342.4,64.0,4.77,127.5,684.8,207.3
T000369,S14,2025-05-13,Sports,2,ActivePro,West,50.03,96.43,49.0,3.18,88.97,192.86,92.8
T000167,S10,2025-03-10,Apparel,4,StyleHub,South,27.15,62.89,135.0,3.64,99.83,251.56,142.96
T001537,S15,2025-01-21,Beauty,10,GlowWorks,East,19.21,40.75,61.0,,58.7,407.5,215.4
T000965,S30,2025-04-06,Grocery,2,FreshFarm,West,7.57,11.64,,,101.57,23.28,8.14
T001969,S18,2025-04-23,Clothing,5,StyleHub,West,25.73,59.38,10.0,3.99,126.34,296.9,168.25
T001807,S06,2025-02-02,Grocery,3,FreshFarm,East,8.04,12.7,116.0,4.62,105.62,38.1,13.98
T002045,S18,2025-06-09,Beauty,2,GlowWorks,West,15.9,33.81,26.0,4.1,133.25,67.62,35.82
T000291,S17,2025-02-18,Beauty,2,GlowWorks,North,17.75,37.01,148.0,4.19,130.85,74.02,38.52
T001765,S25,2025-05-29,Sports,2,ActivePro,West,55.78,107.84,61.0,4.36,148.17,215.68,104.12
T000221,S14,2025-05-19,Grocery,2,FreshFarm,West,6.89,10.29,46.0,6.15,223.21,20.58,6.8
T000457,S21,2025-01-07,Electronics,1,NorthStar,North,211.12,242.09,34.0,4.6,117.79,242.09,30.97
T001956,S02,2025-03-03,Beauty,5,GlowWorks,South,19.59,42.5,54.0,4.07,101.58,212.5,114.55
T001787,S21,2025-06-21,Beauty,1,GlowWorks,North,18.54,43.06,58.0,3.36,83.76,43.06,24.52
T002567,S18,2025-04-27,Electronics,3,NorthStar,West,259.48,332.23,57.0,,106.01,996.69,218.25
T000067,S14,2025-06-21,Electronics,7,NorthStar,West,264.5,323.81,26.0,4.06,133.69,2266.67,415.17
T000161,S26,2025-04-08,Sports,4,ActivePro,West,52.14,96.98,18.0,4.32,105.85,387.92,179.36
T000807,S28,2025-01-02,Apparel,,StyleHub,West,28.83,62.15,24.0,,128.55,,
T002013,S26,2025-04-22,Grocery,1,FreshFarm,West,7.28,11.43,6.0,4.12,124.97,11.43,4.15
T000817,S12,2025-02-08,Grocery,5,FreshFarm,South,,13.11,137.0,5.06,140.41,65.55,
T000680,S23,2025-02-22,Home,1,BudgetSource,South,50.49,90.25,64.0,4.02,97.31,90.25,39.76
T002821,S17,2025-05-14,Electronics,9,NorthStar,North,231.07,318.65,118.0,6.73,173.64,2867.85,788.22
T002121,S08,2025-06-09,Groceries,2,FreshFarm,South,,12.71,123.0,4.31,107.24,25.42,
T000786,S21,2025-04-06,Beauty,1,GlowWorks,North,18.89,39.4,54.0,3.98,94.41,39.4,20.51
T001159,S16,2025-04-16,Sports,7,ActivePro,South,47.68,86.07,48.0,5.25,99.43,602.49,268.73
T000595,S01,2025-06-02,Electronics,8,NorthStar,East,238.36,287.9,47.0,,139.35,2303.2,396.32
T002996,S14,2025-05-28,Electronics,2,NorthStar,West,238.5,307.99,5.0,5.82,181.96,615.98,138.98
T002792,S30,2025-04-03,Electronics,1,NorthStar,West,248.99,295.05,4.0,4.51,122.45,295.05,46.06
T001819,S22,2025-06-08,Grocery,2,FreshFarm,South,8.36,14.23,143.0,,143.54,28.46,11.74
T001425,S17,2025-01-19,Home,3,BudgetSource,North,42.49,77.62,32.0,3.8,102.09,232.86,105.39
T001910,S02,2025-02-27,Home,4,BudgetSource,South,54.31,95.96,123.0,3.62,83.15,383.84,166.6
T000979,S02,,Grocery,4,FreshFarm,South,7.97,11.25,58.0,3.04,95.51,45.0,13.12
T002063,S25,2025-05-20,Electronics,7,NorthStar,West,263.75,356.28,39.0,4.43,117.2,2493.96,647.71
T000307,S11,2025-02-15,Electronics,3,NorthStar,South,241.24,306.17,82.0,4.2,74.27,918.51,194.79
T001593,S04,2025-02-05,Sports,4,ActivePro,East,52.74,106.9,54.0,4.49,125.63,427.6,216.64
T001354,S10,,Electronics,1,NorthStar,South,295.6,365.69,44.0,3.81,77.09,365.69,70.09
T002168,S14,2025-03-22,Apparel,1,StyleHub,West,29.99,61.7,39.0,3.73,114.28,61.7,31.71
T001608,S11,2025-04-13,Apparel,2,StyleHub,South,25.85,54.77,133.0,6.07,127.53,109.54,57.84
T001352,S01,2025-03-16,Home,9,BudgetSource,East,48.67,87.4,25.0,4.67,113.18,786.6,348.57
T001581,S17,,Electronics,3,NorthStar,North,235.36,323.15,107.0,5.29,129.06,969.45,263.37
T001112,S11,2025-05-15,Apparel,1,StyleHub,South,32.07,65.85,141.0,4.9,115.95,65.85,33.78
T002471,S13,2025-02-11,Grocery,7,FreshFarm,East,8.51,13.77,143.0,3.78,97.28,96.39,36.82
T002321,S16,,Electronics,4,NorthStar,South,257.53,327.42,77.0,4.38,126.83,1309.68,279.56
T000794,S19,,Sports,4,ActivePro,South,48.6,90.5,150.0,3.3,57.12,362.0,167.6
T001863,S19,2025-04-14,Sports,2,ActivePro,South,56.61,113.7,74.0,5.52,115.25,227.4,114.18
T000212,S25,2025-01-14,Apparel,1,StyleHub,West,30.08,64.96,12.0,4.54,159.34,64.96,34.88
T002082,S26,2025-02-20,Electronics,3,NorthStar,West,262.18,354.45,10.0,3.56,109.75,1063.35,276.81
T002098,S23,2025-03-10,Apparel,9,StyleHub,South,24.33,46.65,74.0,5.69,140.69,419.85,200.88
T002997,S04,2025-06-12,Electronics,3,NorthStar,East,,318.53,80.0,4.26,108.52,955.59,
T000238,S12,2025-04-09,Home,1,BudgetSource,South,41.16,78.89,137.0,4.49,119.23,78.89,37.73
T001594,S07,2025-02-09,Home,2,BudgetSource,North,44.7,81.7,88.0,3.6,84.91,163.4,74.0
T000532,S28,2025-03-03,Grocery,3,FreshFarm,West,7.8,12.72,63.0,,192.66,38.16,14.76
T001319,S08,2025-01-24,Home,1,BudgetSource,South,47.43,86.04,14.0,3.47,82.5,86.04,38.61
T001530,S07,2025-06-23,Apparel,4,StyleHub,North,34.01,75.08,128.0,3.0,80.8,300.32,164.28
T002202,S20,2025-01-16,Sports,2,ActivePro,South,54.86,110.68,150.0,2.69,77.16,221.36,111.64
T000972,S06,2025-05-18,Home,2,BudgetSource,East,41.17,72.41,55.0,5.3,132.33,144.82,62.48
T001501,S07,2025-06-23,Grocery,7,FreshFarm,North,7.61,11.05,146.0,3.65,81.6,77.35,24.08
T001423,S14,2025-06-15,Apparel,2,StyleHub,West,28.9,64.38,42.0,4.68,122.0,128.76,70.96
T000819,S28,2025-01-08,Cosmetics,2,GlowWorks,West,14.9,33.62,,4.69,166.54,67.24,37.44
T000240,S19,2025-04-24,Grocery,3,FreshFarm,South,8.01,12.59,107.0,3.43,85.06,37.77,13.74
T002259,S15,2025-01-19,Electronics,,NorthStar,East,227.91,303.14,42.0,3.85,100.63,,
T001214,S21,2025-03-27,Home,2,BudgetSource,North,41.83,80.2,10.0,3.61,86.73,160.4,76.74
T001932,S15,2025-06-19,Sports,2,ActivePro,East,51.02,95.15,29.0,4.07,97.88,190.3,88.26
T001050,S28,2025-06-10,Home,2,BudgetSource,West,44.2,83.83,43.0,3.24,89.54,167.66,79.26
T002209,S10,2025-02-03,Apparel,2,StyleHub,South,25.03,55.32,145.0,5.58,114.52,110.64,60.58
T000662,S07,2025-02-27,Grocery,4,FreshFarm,North,6.49,9.45,24.0,4.11,102.64,37.8,11.84
T002773,S10,2025-03-29,Sports,1,ActivePro,South,52.89,107.41,77.0,4.8,132.51,107.41,54.52
T000040,S30,2025-06-21,Apparel,4,StyleHub,West,31.41,70.65,19.0,4.18,122.54,282.6,156.96
T000804,S28,2025-02-25,Electronic,2,NorthStar,West,195.23,260.69,44.0,3.74,118.36,521.38,130.92
T000695,S01,2025-06-09,Grocery,,FreshFarm,East,7.52,13.25,150.0,5.03,120.5,,
T002637,S27,2025-01-16,Grocery,2,FreshFarm,West,9.57,16.22,14.0,4.19,105.74,32.44,13.3
T002986,S18,2025-01-30,Electronics,2,NorthStar,West,231.85,345.9,24.0,3.19,100.41,691.8,228.1
T002569,S15,2025-05-29,Electronics,3,NorthStar,East,274.42,375.07,38.0,3.7,95.22,1125.21,301.95
T001338,S12,2025-03-09,Grocery,1,FreshFarm,South,6.56,11.01,64.0,5.02,145.24,11.01,4.45
T000492,S19,2025-03-27,Beauty,3,GlowWorks,South,16.18,33.03,104.0,5.33,139.63,99.09,50.55
T002243,S10,2025-04-08,Home,3,BudgetSource,South,40.92,75.0,56.0,4.08,101.23,225.0,102.24
T002498,S04,2025-06-13,Beauty,8,GlowWorks,East,14.77,35.53,109.0,3.16,77.53,284.24,166.08
T001686,S17,2025-03-12,Grocery,2,FreshFarm,North,6.98,10.98,21.0,3.81,82.53,21.96,8.0
T001783,S16,2025-03-13,Electronics,7,NorthStar,South,198.32,295.49,97.0,3.69,93.46,2068.43,680.19
T002355,S05,2025-05-13,Beauty,1,GlowWorks,East,17.22,37.57,,5.55,114.65,37.57,20.35
T000836,S11,2025-02-28,Sports,1,ActivePro,South,49.36,97.88,78.0,4.56,106.91,97.88,48.52
T001902,S30,2025-06-06,Apparel,1,StyleHub,West,29.35,62.1,9.0,5.19,146.04,62.1,32.75
T002478,S24,2025-03-04,Beauty,1,GlowWorks,West,15.9,37.25,15.0,2.86,82.91,37.25,21.35
T002540,S29,2025-04-18,Electronics,4,NorthStar,West,227.45,310.91,59.0,4.47,130.54,1243.64,333.84
T001428,S15,2025-06-04,Electronics,3,,East,294.77,405.08,15.0,5.6,153.88,1215.24,330.93
T002028,S19,2025-04-23,Apparel,5,StyleHub,South,32.4,71.32,22.0,3.91,94.99,356.6,194.6
T001789,S03,2025-04-10,Beauty,2,GlowWorks,North,19.74,43.52,86.0,2.97,84.14,87.04,47.56
T001089,S21,2025-02-08,Sports,6,ActivePro,North,52.02,91.36,72.0,4.07,98.38,548.16,236.04
T002155,S11,2025-02-27,Clothing,3,StyleHub,South,23.48,53.01,123.0,3.55,90.94,159.03,88.59
T001343,S14,2025-06-18,Grocery,2,,West,7.36,11.95,37.0,4.08,120.94,23.9,9.18
T000964,S05,2025-04-27,Apparel,7,StyleHub,East,28.91,64.74,33.0,4.46,134.58,453.18,250.81
T000207,S21,2025-03-03,Grocery,2,FreshFarm,North,8.37,13.89,96.0,6.46,187.56,27.78,11.04
T002273,S06,2025-01-02,Beauty,5,GlowWorks,East,16.43,35.72,18.0,4.15,101.93,178.6,96.45
T001515,S08,2025-01-27,Electronics,2,NorthStar,South,209.45,238.54,31.0,6.34,168.16,477.08,58.18
T000701,S25,2025-02-07,Grocery,2,FreshFarm,West,7.89,11.34,41.0,4.44,132.55,22.68,6.9
T001467,S10,2025-01-13,Apparel,3,StyleHub,South,27.41,57.72,125.0,5.21,148.79,173.16,90.93
T000051,S05,2025-02-25,Electronics,2,NorthStar,East,262.5,332.98,40.0,4.93,120.47,665.96,140.96
T001022,S12,2025-05-02,Home,2,BudgetSource,South,50.24,96.22,76.0,5.4,139.18,192.44,91.96
T001881,S10,2025-01-06,Grocery,2,FreshFarm,South,8.51,11.82,111.0,,145.69,23.64,6.62
T001181,S05,2025-05-21,Electronics,3,,East,216.65,282.23,91.0,3.63,105.24,846.69,196.74
T001355,S02,2025-02-21,Sports,1,ActivePro,South,44.66,81.18,59.0,2.85,89.66,81.18,36.52
T000917,S25,2025-04-09,Electronics,2,NorthStar,West,253.46,323.26,,4.06,132.18,646.52,139.6
T000598,S02,2025-01-22,Apparel,2,StyleHub,South,25.18,58.4,83.0,4.91,111.5,116.8,66.44
T000079,S23,2025-02-08,Electronics,4,NorthStar,South,256.0,380.27,139.0,,143.94,1521.08,497.08
T001356,S13,2025-05-07,Electronics,2,NorthStar,East,254.06,329.87,113.0,3.76,105.29,659.74,151.62
T001998,S07,2025-02-20,Grocery,1,FreshFarm,North,7.81,12.72,37.0,3.07,72.69,12.72,4.91
T002673,S19,2025-04-08,Sports,3,ActivePro,South,55.36,112.47,121.0,4.72,83.98,337.41,171.33
T000812,S13,2025-04-29,Electronics,5,NorthStar,East,248.18,311.9,72.0,4.37,140.25,1559.5,318.6
T001028,S20,2025-06-06,Sports,,ActivePro,South,54.43,99.48,47.0,4.32,76.36,,
T000603,S04,2025-02-21,Home,1,BudgetSource,East,43.13,84.16,,4.5,100.57,84.16,41.03
T002313,S27,2025-04-22,Electronics,1,NorthStar,West,215.42,306.89,14.0,5.03,134.16,306.89,91.47
T000321,S25,2025-04-07,Sports,2,ActivePro,West,49.45,99.77,57.0,4.36,124.49,199.54,100.64
T002624,S05,2025-01-07,Grocery,1,,East,6.25,9.74,97.0,2.41,66.15,9.74,3.49
T001187,S26,2025-05-25,Apparel,3,StyleHub,West,27.74,63.19,61.0,4.84,170.81,189.57,106.35
T001720,S03,2025-01-11,Beauty,2,GlowWorks,North,18.61,46.96,86.0,5.57,135.97,93.92,56.7
T001712,S11,2025-01-17,Electronics,4,NorthStar,South,244.79,314.98,20.0,2.66,57.05,1259.92,280.76
T002124,S13,2025-06-02,Electronics,2,NorthStar,East,254.5,351.57,91.0,3.98,112.09,703.14,194.14
T000363,S17,2025-06-28,Electronics,2,NorthStar,North,239.28,292.85,59.0,4.24,98.43,585.7,107.14
T001589,S04,2025-04-29,Grocery,3,FreshFarm,East,7.43,11.18,68.0,3.75,100.67,33.54,11.25
T000225,S10,2025-03-14,Apparel,2,StyleHub,South,28.93,54.75,113.0,6.02,142.83,109.5,51.64
T001908,S04,2025-03-20,Apparel,4,StyleHub,East,34.66,72.91,20.0,1.97,54.44,291.64,153.0
T000942,S29,2025-02-09,Apparel,2,StyleHub,West,31.15,71.3,41.0,2.88,75.61,142.6,80.3
T002126,S16,2025-05-18,Apparel,2,StyleHub,South,26.99,55.13,107.0,,130.55,110.26,56.28
T000760,S30,2025-02-26,Home,2,BudgetSource,West,42.78,72.68,36.0,4.56,130.53,145.36,59.8
T001385,S15,2025-04-04,Sports,4,ActivePro,East,42.42,85.92,134.0,4.48,137.81,343.68,174.0
T002536,S18,2025-01-08,Sports,2,ActivePro,West,56.79,113.18,26.0,6.25,166.42,226.36,112.78
T001514,S27,2025-04-16,Apparel,4,StyleHub,West,29.85,61.23,47.0,4.75,154.1,244.92,125.52
T001298,S10,2025-04-11,Beauty,4,GlowWorks,South,19.17,40.93,,4.63,109.13,163.72,87.04
T000467,S28,2025-06-02,Apparel,2,StyleHub,West,30.05,60.67,10.0,5.08,132.02,121.34,61.24
T001006,S17,2025-05-23,Grocery,4,FreshFarm,North,8.46,12.54,73.0,3.1,66.33,50.16,16.32
T002643,S21,2025-05-27,Electronics,4,NorthStar,North,282.23,385.24,142.0,4.02,98.42,1540.96,412.04
T002684,S07,2025-01-07,Grocery,3,FreshFarm,North,8.26,13.05,30.0,5.61,112.79,39.15,14.37
T002931,S24,2025-02-12,Home,2,BudgetSource,West,47.78,78.83,1.0,4.69,134.06,157.66,62.1
T002649,S16,2025-03-06,Home,2,BudgetSource,South,33.45,59.55,152.0,5.24,159.74,119.1,52.2
T002577,S01,2025-06-21,Electronics,2,NorthStar,East,256.18,349.89,132.0,4.95,134.08,699.78,187.42
T002078,S08,2025-01-22,Electronics,1,NorthStar,South,,303.41,77.0,4.86,121.56,303.41,
T002560,S05,2025-01-07,Home,1,BudgetSource,East,,77.48,133.0,3.31,91.57,77.48,
T002036,S20,2025-06-07,Grocery,3,FreshFarm,South,6.66,10.84,25.0,3.3,77.48,32.52,12.54
T002424,S02,2025-03-29,Beauty,1,GlowWorks,South,18.42,40.55,57.0,3.58,105.48,40.55,22.13
T000878,S04,2025-03-20,Electronics,4,NorthStar,East,249.81,355.83,11.0,2.85,74.63,1423.32,424.08
T000699,S24,2025-06-24,Grocery,1,FreshFarm,West,7.88,11.07,60.0,4.97,160.63,11.07,3.19
T002932,S30,2025-01-22,Electronics,1,NorthStar,West,227.43,288.93,37.0,5.92,119.78,288.93,61.5
T002557,S21,2025-01-02,Home,1,BudgetSource,North,53.67,101.08,138.0,3.07,94.67,101.08,47.41
T002556,S16,2025-01-15,Grocery,6,FreshFarm,South,9.22,14.5,126.0,4.36,117.03,87.0,31.68
T002483,S12,2025-01-23,Grocery,1,FreshFarm,South,7.31,11.09,84.0,5.56,124.35,11.09,3.78
T001036,S23,2025-03-26,Grocery,1,FreshFarm,South,7.55,10.67,120.0,4.86,115.31,10.67,3.12
T002269,S20,2025-03-11,Beauty,1,GlowWorks,South,16.45,36.93,,4.7,112.75,36.93,20.48
T000059,S07,2025-04-15,Electronics,2,NorthStar,North,220.48,316.54,78.0,4.72,120.43,633.08,192.12
T002962,S17,2025-03-03,Beauty,2,GlowWorks,North,17.22,34.48,122.0,6.77,184.02,68.96,34.52
T001082,S24,2025-01-29,Electronics,2,NorthStar,West,233.63,299.29,32.0,4.28,102.81,598.58,131.32
T000096,S13,2025-02-26,Grocery,1,FreshFarm,East,6.67,8.89,146.0,3.42,72.4,8.89,2.22
T001623,S14,2025-06-21,Sporting Goods,1,ActivePro,West,55.23,101.1,13.0,4.73,152.94,101.1,45.87
T000392,S21,2025-02-07,Electronics,9,NorthStar,North,230.67,307.92,142.0,5.09,129.09,2771.28,695.25
T000791,S30,2025-05-13,Grocery,,FreshFarm,West,8.09,13.04,50.0,3.39,84.79,,
T000426,S02,2025-03-28,Sports,1,ActivePro,South,58.01,105.42,147.0,5.85,159.11,105.42,47.41
T000889,S06,2025-01-11,Beauty,3,GlowWorks,East,22.09,56.14,140.0,5.25,128.31,168.42,102.15
T002860,S19,2025-04-30,Grocery,1,FreshFarm,South,8.31,13.57,114.0,3.06,67.05,13.57,5.26
T002796,S05,2025-02-22,Electronics,,NorthStar,East,225.93,295.4,10.0,6.61,144.13,,
T001403,S20,2025-04-26,Electronics,2,NorthStar,South,242.16,302.17,31.0,,102.78,604.34,120.02
T000782,S11,2025-03-20,Electronics,1,NorthStar,South,239.05,305.16,63.0,4.34,106.07,305.16,66.11
T001418,S14,2025-02-18,Home,1,BudgetSource,West,42.11,80.97,,5.77,124.38,80.97,38.86
T001843,S10,2025-02-04,Apparel,1,StyleHub,South,31.59,68.47,,3.1,86.47,68.47,36.88
T000383,S25,2025-06-04,Sports,1,ActivePro,West,57.94,108.02,22.0,4.94,132.4,108.02,50.08
T001596,S03,2025-01-09,Beauty,1,GlowWorks,North,20.94,45.36,97.0,4.04,111.34,45.36,24.42
T002895,S06,2025-01-12,Apparel,4,StyleHub,East,27.88,56.73,108.0,3.47,73.12,226.92,115.4
T000876,S27,2025-05-01,Home,1,BudgetSource,West,45.97,84.5,1.0,4.67,130.41,84.5,38.53
T001203,S12,2025-05-06,Home,1,BudgetSource,South,40.2,78.58,136.0,3.9,98.87,78.58,38.38
T002841,S28,,Beauty,2,GlowWorks,West,18.29,37.94,14.0,3.36,106.45,75.88,39.3
T001459,S14,2025-06-18,Food,5,FreshFarm,West,7.72,11.68,40.0,2.31,73.55,58.4,19.8
T000825,S25,2025-01-02,Grocery,1,FreshFarm,West,7.88,11.72,15.0,5.77,198.9,11.72,3.84
T001704,S09,2025-02-24,Apparel,4,StyleHub,East,,61.58,29.0,2.87,82.83,246.32,
T000974,S06,2025-02-22,Grocery,6,FreshFarm,East,8.16,12.92,36.0,4.04,103.19,77.52,28.56
T002378,S06,2025-04-14,Apparel,2,StyleHub,East,31.21,66.66,62.0,5.55,123.78,133.32,70.9
T000179,S01,2025-04-21,Apparel,1,StyleHub,East,25.36,51.31,,4.45,91.48,51.31,25.95
T001351,S26,2025-04-26,Electronic,1,NorthStar,West,252.18,367.57,41.0,4.66,135.55,367.57,115.39
T001571,S08,2025-05-15,Electronics,5,,South,257.25,333.8,42.0,5.08,126.61,1669.0,382.75
T002007,S07,2025-06-29,Grocery,4,FreshFarm,North,7.97,13.01,59.0,5.48,134.95,52.04,20.16
T002811,S06,2025-02-27,Electronics,1,NorthStar,East,196.44,253.91,82.0,3.54,80.17,253.91,57.47
T002201,S26,,Electronics,5,NorthStar,West,281.42,358.25,60.0,5.06,124.42,1791.25,384.15
T002772,S25,2025-05-13,Sports,2,ActivePro,West,56.5,110.32,31.0,4.7,152.21,220.64,107.64
T002054,S08,2025-02-16,Home,2,BudgetSource,South,,80.71,61.0,3.01,79.47,161.42,
T001997,S11,2025-04-06,Electronics,3,NorthStar,South,290.16,387.26,20.0,5.32,147.61,1161.78,291.3
T000860,S13,,Grocery,5,FreshFarm,East,6.93,10.89,131.0,4.9,139.27,54.45,19.8
T001619,S23,2025-01-28,Electronics,2,NorthStar,South,194.97,269.08,146.0,6.29,203.69,538.16,148.22
T002619,S10,2025-01-20,Home,1,BudgetSource,South,45.65,91.57,46.0,3.52,85.23,91.57,45.92
T002257,S13,2025-04-18,Beauty,1,GlowWorks,East,17.93,40.29,132.0,3.31,74.47,40.29,22.36
T002794,S03,2025-01-21,Electronics,1,NorthStar,North,248.08,324.88,22.0,4.29,118.49,324.88,76.8
T001119,S07,2025-03-30,Electronics,,NorthStar,North,238.48,334.73,123.0,6.58,170.29,,
T002320,S15,2025-06-22,Home,2,BudgetSource,East,54.79,90.59,134.0,4.61,111.24,181.18,71.6
T001192,S14,2025-06-10,Home,4,BudgetSource,West,53.58,103.07,21.0,3.68,102.94,412.28,197.96
T000282,S29,2025-04-06,Sports,2,ActivePro,West,60.63,117.29,53.0,6.06,168.33,234.58,113.32
T000323,S16,2025-04-02,Electronics,9,NorthStar,South,,330.82,158.0,5.35,119.62,2977.38,
T001717,S17,2025-02-24,Sports,2,ActivePro,North,58.63,116.14,104.0,4.04,135.06,232.28,115.02
T002299,S29,2025-01-09,Electronics,2,NorthStar,West,246.56,315.53,14.0,5.46,136.78,631.06,137.94
T002974,S05,2025-03-26,Beauty,3,GlowWorks,East,20.59,47.4,12.0,5.42,131.22,142.2,80.43
T002547,S27,2025-03-17,Home Goods,4,BudgetSource,West,42.11,80.96,7.0,4.03,100.83,323.84,155.4
T001130,S06,2025-01-05,Sports,2,ActivePro,East,52.49,105.46,49.0,3.69,100.52,210.92,105.94
T002132,S21,2025-04-06,Grocery,5,FreshFarm,North,6.51,9.8,15.0,6.21,152.41,49.0,16.45
T002814,S12,2025-04-13,Beauty,4,GlowWorks,South,19.81,39.52,80.0,3.94,91.06,158.08,78.84
T001853,S30,2025-01-06,Home,1,BudgetSource,West,46.71,81.37,17.0,4.07,121.02,81.37,34.66
T000851,S08,2025-01-08,Grocery,2,FreshFarm,South,8.02,12.49,,4.17,79.46,24.98,8.94
T001079,S09,2025-04-16,Apparel,1,StyleHub,East,28.5,59.1,67.0,5.07,152.25,59.1,30.6
T001666,S23,2025-01-21,Grocery,1,FreshFarm,South,7.98,12.55,74.0,2.86,65.09,12.55,4.57
T002224,S10,2025-05-08,Food,2,FreshFarm,South,7.91,12.5,123.0,5.04,129.07,25.0,9.18
T002188,S13,2025-04-23,Grocery,5,FreshFarm,East,8.75,13.18,67.0,5.0,117.65,65.9,22.15
T000797,S20,2025-06-16,Electronics,5,NorthStar,South,233.99,278.35,97.0,3.78,94.27,1391.75,221.8
T002255,S27,2025-01-20,Grocery,1,FreshFarm,West,7.42,12.06,55.0,6.26,166.02,12.06,4.64
T001175,S05,2025-02-26,Grocery,5,FreshFarm,East,8.42,13.08,124.0,2.91,72.34,65.4,23.3
T001076,S03,2025-03-31,Grocery,6,FreshFarm,North,7.44,11.33,146.0,,101.47,67.98,23.34
T001065,S02,2025-01-11,Electronics,2,NorthStar,South,243.81,331.57,105.0,5.12,96.25,663.14,175.52
T000141,S21,2025-06-29,Sports,4,ActivePro,North,60.21,128.63,115.0,4.35,107.35,514.52,273.68
T001891,S12,2025-01-22,Home,2,BudgetSource,South,47.41,91.4,91.0,5.86,131.6,182.8,87.98
T001559,S01,2025-06-11,Sports,2,ActivePro,East,51.88,91.88,135.0,2.55,71.49,183.76,80.0
T002431,S26,2025-02-04,Sports,2,ActivePro,West,49.19,98.22,42.0,4.92,119.35,196.44,98.06
T000130,S11,2025-01-11,Electronics,1,NorthStar,South,250.04,331.26,50.0,4.06,84.6,331.26,81.22
T000151,S01,2025-01-24,Home,7,BudgetSource,East,49.47,84.73,78.0,3.82,99.03,593.11,246.82
T001348,S09,2025-05-26,Electronics,2,NorthStar,East,252.16,299.49,138.0,4.48,94.16,598.98,94.66
T001782,S02,2025-04-14,Beauty,1,GlowWorks,South,18.39,44.08,109.0,4.29,94.67,44.08,25.69
T000370,S16,2025-06-23,Electronics,2,NorthStar,South,311.1,414.81,149.0,4.2,110.72,829.62,207.42
T002776,S13,2025-04-01,Grocery,1,FreshFarm,East,7.5,11.65,47.0,4.44,123.22,11.65,4.15
T000455,S27,2025-05-29,Beauty,4,GlowWorks,West,16.98,38.36,10.0,4.57,155.92,153.44,85.52
T000692,S19,2025-01-05,Electronics,5,NorthStar,South,208.31,268.17,58.0,3.65,107.01,1340.85,299.3
T002297,S09,2025-05-14,Grocery,3,FreshFarm,East,8.11,12.25,40.0,4.4,125.64,36.75,12.42
T001585,S21,2025-06-11,Beauty,3,GlowWorks,North,16.0,33.65,87.0,3.5,95.37,100.95,52.95
T000734,S07,2025-04-03,Home,4,BudgetSource,North,51.2,95.03,65.0,4.36,131.93,380.12,175.32
T002572,S01,2025-02-27,Sports,2,ActivePro,East,59.36,117.26,96.0,6.25,164.6,234.52,115.8
T002281,S28,2025-03-20,Home,1,BudgetSource,West,47.51,85.44,59.0,5.07,140.68,85.44,37.93
T000544,S29,2025-06-20,Groceries,2,FreshFarm,West,8.53,13.23,14.0,4.88,137.01,26.46,9.4
T002344,S14,2025-04-10,Electronics,2,NorthStar,West,264.31,366.7,36.0,5.21,149.54,733.4,204.78
T000183,S05,2025-03-25,Sports,7,ActivePro,East,58.45,110.26,34.0,4.76,130.36,771.82,362.67
T002383,S02,2025-06-13,Grocery,2,FreshFarm,South,8.02,12.21,94.0,6.67,171.59,24.42,8.38
T002559,S23,2025-01-20,Home,1,BudgetSource,South,50.42,97.75,98.0,3.96,85.15,97.75,47.33
T001968,S13,2025-03-06,Beauty,4,GlowWorks,East,16.42,37.17,84.0,5.28,143.35,148.68,83.0
T001243,S21,2025-02-27,Electronics,4,NorthStar,North,203.59,261.13,125.0,4.51,106.59,1044.52,230.16
T002515,S02,2025-06-18,Home,5,BudgetSource,South,43.62,84.39,102.0,4.32,106.47,421.95,203.85
T002275,S13,2025-04-02,Grocery,1,FreshFarm,East,,11.23,39.0,3.9,84.2,11.23,
T001577,S13,2025-03-05,Sports,1,ActivePro,East,50.27,97.26,94.0,4.23,91.71,97.26,46.99
T001096,S19,2025-05-19,Apparel,5,StyleHub,South,24.85,49.01,61.0,3.54,98.69,245.05,120.8
